Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 6.0838 	 LR 0.0099 	 Train images 200 	 Round   1
Device 10 	 Train loss 0.9941 	 LR 0.0070 	 Train images 200 	 Round  35
Device 10 	 Train loss 0.9543 	 LR 0.0070 	 Train images 200 	 Round  36
Device 10 	 Train loss 0.9469 	 LR 0.0069 	 Train images 200 	 Round  37
Device 10 	 Train loss 0.9437 	 LR 0.0068 	 Train images 200 	 Round  38
Device 10 	 Train loss 0.9228 	 LR 0.0068 	 Train images 200 	 Round  39
Device 10 	 Train loss 0.9026 	 LR 0.0067 	 Train images 200 	 Round  40
Device 10 	 Train loss 0.9106 	 LR 0.0066 	 Train images 200 	 Round  41
Device 10 	 Train loss 0.8560 	 LR 0.0066 	 Train images 200 	 Round  42
Device 10 	 Train loss 0.8684 	 LR 0.0065 	 Train images 200 	 Round  43
Device 10 	 Train loss 0.7923 	 LR 0.0064 	 Train images 200 	 Round  44
Device 10 	 Train loss 0.8437 	 LR 0.0064 	 Train images 200 	 Round  45
Device 10 	 Train loss 0.8387 	 LR 0.0063 	 Train images 200 	 Round  46
Device 10 	 Train loss 0.8032 	 LR 0.0062 	 Train images 200 	 Round  47
Device 10 	 Train loss 0.8046 	 LR 0.0062 	 Train images 200 	 Round  48
Device 10 	 Train loss 0.7831 	 LR 0.0061 	 Train images 200 	 Round  49
Device 10 	 Train loss 0.7835 	 LR 0.0061 	 Train images 200 	 Round  50
Device 10 	 Train loss 0.7794 	 LR 0.0060 	 Train images 200 	 Round  51
Device 10 	 Train loss 0.7709 	 LR 0.0059 	 Train images 200 	 Round  52
Device 10 	 Train loss 0.7542 	 LR 0.0059 	 Train images 200 	 Round  53
Device 10 	 Train loss 0.7634 	 LR 0.0058 	 Train images 200 	 Round  54
Device 10 	 Train loss 0.7609 	 LR 0.0058 	 Train images 200 	 Round  55
Device 10 	 Train loss 0.7448 	 LR 0.0057 	 Train images 200 	 Round  56
Device 10 	 Train loss 0.7398 	 LR 0.0056 	 Train images 200 	 Round  57
Device 10 	 Train loss 0.7039 	 LR 0.0056 	 Train images 200 	 Round  58
Device 10 	 Train loss 0.7173 	 LR 0.0055 	 Train images 200 	 Round  59
Device 10 	 Train loss 0.7138 	 LR 0.0055 	 Train images 200 	 Round  60
Device 10 	 Train loss 0.7172 	 LR 0.0054 	 Train images 200 	 Round  61
Device 10 	 Train loss 0.6720 	 LR 0.0054 	 Train images 200 	 Round  62
Device 10 	 Train loss 0.6835 	 LR 0.0053 	 Train images 200 	 Round  63
Device 10 	 Train loss 0.6750 	 LR 0.0053 	 Train images 200 	 Round  64
Device 10 	 Train loss 0.6858 	 LR 0.0052 	 Train images 200 	 Round  65
Device 10 	 Train loss 0.6764 	 LR 0.0052 	 Train images 200 	 Round  66
Device 10 	 Train loss 0.6896 	 LR 0.0051 	 Train images 200 	 Round  67
Device 10 	 Train loss 0.6799 	 LR 0.0050 	 Train images 200 	 Round  68
Device 10 	 Train loss 0.6724 	 LR 0.0050 	 Train images 200 	 Round  69
Device 10 	 Train loss 0.6654 	 LR 0.0049 	 Train images 200 	 Round  70
Device 10 	 Train loss 0.6504 	 LR 0.0049 	 Train images 200 	 Round  71
Device 10 	 Train loss 0.6213 	 LR 0.0048 	 Train images 200 	 Round  72
Device 10 	 Train loss 0.6494 	 LR 0.0048 	 Train images 200 	 Round  73
Device 10 	 Train loss 0.6576 	 LR 0.0048 	 Train images 200 	 Round  74
Device 10 	 Train loss 0.6384 	 LR 0.0047 	 Train images 200 	 Round  75
Device 10 	 Train loss 0.6227 	 LR 0.0047 	 Train images 200 	 Round  76
Device 10 	 Train loss 0.6239 	 LR 0.0046 	 Train images 200 	 Round  77
Device 10 	 Train loss 0.6354 	 LR 0.0046 	 Train images 200 	 Round  78
Device 10 	 Train loss 0.6300 	 LR 0.0045 	 Train images 200 	 Round  79
Device 10 	 Train loss 0.6172 	 LR 0.0045 	 Train images 200 	 Round  80
Device 10 	 Train loss 0.6286 	 LR 0.0044 	 Train images 200 	 Round  81
Device 10 	 Train loss 0.6050 	 LR 0.0044 	 Train images 200 	 Round  82
Device 10 	 Train loss 0.6009 	 LR 0.0043 	 Train images 200 	 Round  83
Device 10 	 Train loss 0.6131 	 LR 0.0043 	 Train images 200 	 Round  84
Device 10 	 Train loss 0.5919 	 LR 0.0043 	 Train images 200 	 Round  85
Device 10 	 Train loss 0.6014 	 LR 0.0042 	 Train images 200 	 Round  86
Device 10 	 Train loss 0.5949 	 LR 0.0042 	 Train images 200 	 Round  87
Device 10 	 Train loss 0.5975 	 LR 0.0041 	 Train images 200 	 Round  88
Device 10 	 Train loss 0.5992 	 LR 0.0041 	 Train images 200 	 Round  89
Device 10 	 Train loss 0.5915 	 LR 0.0040 	 Train images 200 	 Round  90
Device 10 	 Train loss 0.5739 	 LR 0.0040 	 Train images 200 	 Round  91
Device 10 	 Train loss 0.5733 	 LR 0.0040 	 Train images 200 	 Round  92
Device 10 	 Train loss 0.5875 	 LR 0.0039 	 Train images 200 	 Round  93
Device 10 	 Train loss 0.5861 	 LR 0.0039 	 Train images 200 	 Round  94
Device 10 	 Train loss 0.5560 	 LR 0.0038 	 Train images 200 	 Round  95
Device 10 	 Train loss 0.5879 	 LR 0.0038 	 Train images 200 	 Round  96
Device 10 	 Train loss 0.5747 	 LR 0.0038 	 Train images 200 	 Round  97
Device 10 	 Train loss 0.5720 	 LR 0.0037 	 Train images 200 	 Round  98
Device 10 	 Train loss 0.5546 	 LR 0.0037 	 Train images 200 	 Round  99
Device 10 	 Train loss 0.5656 	 LR 0.0037 	 Train images 200 	 Round 100
Defense dcs on Dataset MNIST.
Finished computations with time: 0:06:37.185472

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 6.0838 	 LR 0.0099 	 Train images 200 	 Round   1
Device 10 	 Train loss 3.7884 	 LR 0.0098 	 Train images 200 	 Round   2
Device 10 	 Train loss 3.3397 	 LR 0.0097 	 Train images 200 	 Round   3
Device 10 	 Train loss 3.4757 	 LR 0.0096 	 Train images 200 	 Round   4
Device 10 	 Train loss 2.5875 	 LR 0.0095 	 Train images 200 	 Round   5
Device 10 	 Train loss 2.5123 	 LR 0.0094 	 Train images 200 	 Round   6
Device 10 	 Train loss 2.5411 	 LR 0.0093 	 Train images 200 	 Round   7
Device 10 	 Train loss 2.2142 	 LR 0.0092 	 Train images 200 	 Round   8
Device 10 	 Train loss 2.1352 	 LR 0.0091 	 Train images 200 	 Round   9
Device 10 	 Train loss 2.0716 	 LR 0.0090 	 Train images 200 	 Round  10
Device 10 	 Train loss 1.9227 	 LR 0.0090 	 Train images 200 	 Round  11
Device 10 	 Train loss 1.9169 	 LR 0.0089 	 Train images 200 	 Round  12
Device 10 	 Train loss 1.8046 	 LR 0.0088 	 Train images 200 	 Round  13
Device 10 	 Train loss 1.7443 	 LR 0.0087 	 Train images 200 	 Round  14
Device 10 	 Train loss 1.6732 	 LR 0.0086 	 Train images 200 	 Round  15
Device 10 	 Train loss 1.6227 	 LR 0.0085 	 Train images 200 	 Round  16
Device 10 	 Train loss 1.5903 	 LR 0.0084 	 Train images 200 	 Round  17
Device 10 	 Train loss 1.5150 	 LR 0.0083 	 Train images 200 	 Round  18
Device 10 	 Train loss 1.4717 	 LR 0.0083 	 Train images 200 	 Round  19
Device 10 	 Train loss 1.4422 	 LR 0.0082 	 Train images 200 	 Round  20
Device 10 	 Train loss 1.3732 	 LR 0.0081 	 Train images 200 	 Round  21
Device 10 	 Train loss 1.3306 	 LR 0.0080 	 Train images 200 	 Round  22
Device 10 	 Train loss 1.3003 	 LR 0.0079 	 Train images 200 	 Round  23
Device 10 	 Train loss 1.2650 	 LR 0.0079 	 Train images 200 	 Round  24
Device 10 	 Train loss 1.2237 	 LR 0.0078 	 Train images 200 	 Round  25
Device 10 	 Train loss 1.2116 	 LR 0.0077 	 Train images 200 	 Round  26
Device 10 	 Train loss 1.1649 	 LR 0.0076 	 Train images 200 	 Round  27
Device 10 	 Train loss 1.1425 	 LR 0.0075 	 Train images 200 	 Round  28
Device 10 	 Train loss 1.1064 	 LR 0.0075 	 Train images 200 	 Round  29
Device 10 	 Train loss 1.1019 	 LR 0.0074 	 Train images 200 	 Round  30
Device 10 	 Train loss 1.0685 	 LR 0.0073 	 Train images 200 	 Round  31
Device 10 	 Train loss 1.0484 	 LR 0.0072 	 Train images 200 	 Round  32
Device 10 	 Train loss 1.0265 	 LR 0.0072 	 Train images 200 	 Round  33
Device 10 	 Train loss 1.0194 	 LR 0.0071 	 Train images 200 	 Round  34
Device 10 	 Train loss 0.9941 	 LR 0.0070 	 Train images 200 	 Round  35
Device 10 	 Train loss 0.9543 	 LR 0.0070 	 Train images 200 	 Round  36
Device 10 	 Train loss 0.9469 	 LR 0.0069 	 Train images 200 	 Round  37
Device 10 	 Train loss 0.9437 	 LR 0.0068 	 Train images 200 	 Round  38
Device 10 	 Train loss 0.9228 	 LR 0.0068 	 Train images 200 	 Round  39
Device 10 	 Train loss 0.9026 	 LR 0.0067 	 Train images 200 	 Round  40
Device 10 	 Train loss 0.9105 	 LR 0.0066 	 Train images 200 	 Round  41
Device 10 	 Train loss 0.8560 	 LR 0.0066 	 Train images 200 	 Round  42
Device 10 	 Train loss 0.8684 	 LR 0.0065 	 Train images 200 	 Round  43
Device 10 	 Train loss 0.7923 	 LR 0.0064 	 Train images 200 	 Round  44
Device 10 	 Train loss 0.8437 	 LR 0.0064 	 Train images 200 	 Round  45
Device 10 	 Train loss 0.8387 	 LR 0.0063 	 Train images 200 	 Round  46
Device 10 	 Train loss 0.8031 	 LR 0.0062 	 Train images 200 	 Round  47
Device 10 	 Train loss 0.8047 	 LR 0.0062 	 Train images 200 	 Round  48
Device 10 	 Train loss 0.7832 	 LR 0.0061 	 Train images 200 	 Round  49
Device 10 	 Train loss 0.7834 	 LR 0.0061 	 Train images 200 	 Round  50
Device 10 	 Train loss 0.7794 	 LR 0.0060 	 Train images 200 	 Round  51
Device 10 	 Train loss 0.7708 	 LR 0.0059 	 Train images 200 	 Round  52
Device 10 	 Train loss 0.7542 	 LR 0.0059 	 Train images 200 	 Round  53
Device 10 	 Train loss 0.7634 	 LR 0.0058 	 Train images 200 	 Round  54
Device 10 	 Train loss 0.7610 	 LR 0.0058 	 Train images 200 	 Round  55
Device 10 	 Train loss 0.7448 	 LR 0.0057 	 Train images 200 	 Round  56
Device 10 	 Train loss 0.7398 	 LR 0.0056 	 Train images 200 	 Round  57
Device 10 	 Train loss 0.7039 	 LR 0.0056 	 Train images 200 	 Round  58
Device 10 	 Train loss 0.7173 	 LR 0.0055 	 Train images 200 	 Round  59
Device 10 	 Train loss 0.7137 	 LR 0.0055 	 Train images 200 	 Round  60
Device 10 	 Train loss 0.7172 	 LR 0.0054 	 Train images 200 	 Round  61
Device 10 	 Train loss 0.6720 	 LR 0.0054 	 Train images 200 	 Round  62
Device 10 	 Train loss 0.6835 	 LR 0.0053 	 Train images 200 	 Round  63
Device 10 	 Train loss 0.6750 	 LR 0.0053 	 Train images 200 	 Round  64
Device 10 	 Train loss 0.6858 	 LR 0.0052 	 Train images 200 	 Round  65
Device 10 	 Train loss 0.6764 	 LR 0.0052 	 Train images 200 	 Round  66
Device 10 	 Train loss 0.6896 	 LR 0.0051 	 Train images 200 	 Round  67
Device 10 	 Train loss 0.6799 	 LR 0.0050 	 Train images 200 	 Round  68
Device 10 	 Train loss 0.6723 	 LR 0.0050 	 Train images 200 	 Round  69
Device 10 	 Train loss 0.6654 	 LR 0.0049 	 Train images 200 	 Round  70
Device 10 	 Train loss 0.6504 	 LR 0.0049 	 Train images 200 	 Round  71
Device 10 	 Train loss 0.6213 	 LR 0.0048 	 Train images 200 	 Round  72
Device 10 	 Train loss 0.6494 	 LR 0.0048 	 Train images 200 	 Round  73
Device 10 	 Train loss 0.6576 	 LR 0.0048 	 Train images 200 	 Round  74
Device 10 	 Train loss 0.6384 	 LR 0.0047 	 Train images 200 	 Round  75
Device 10 	 Train loss 0.6227 	 LR 0.0047 	 Train images 200 	 Round  76
Device 10 	 Train loss 0.6240 	 LR 0.0046 	 Train images 200 	 Round  77
Device 10 	 Train loss 0.6354 	 LR 0.0046 	 Train images 200 	 Round  78
Device 10 	 Train loss 0.6300 	 LR 0.0045 	 Train images 200 	 Round  79
Device 10 	 Train loss 0.6172 	 LR 0.0045 	 Train images 200 	 Round  80
Device 10 	 Train loss 0.6286 	 LR 0.0044 	 Train images 200 	 Round  81
Device 10 	 Train loss 0.6050 	 LR 0.0044 	 Train images 200 	 Round  82
Device 10 	 Train loss 0.6009 	 LR 0.0043 	 Train images 200 	 Round  83
Device 10 	 Train loss 0.6131 	 LR 0.0043 	 Train images 200 	 Round  84
Device 10 	 Train loss 0.5920 	 LR 0.0043 	 Train images 200 	 Round  85
Device 10 	 Train loss 0.6014 	 LR 0.0042 	 Train images 200 	 Round  86
Device 10 	 Train loss 0.5949 	 LR 0.0042 	 Train images 200 	 Round  87
Device 10 	 Train loss 0.5975 	 LR 0.0041 	 Train images 200 	 Round  88
Device 10 	 Train loss 0.5993 	 LR 0.0041 	 Train images 200 	 Round  89
Device 10 	 Train loss 0.5915 	 LR 0.0040 	 Train images 200 	 Round  90
Device 10 	 Train loss 0.5739 	 LR 0.0040 	 Train images 200 	 Round  91
Device 10 	 Train loss 0.5733 	 LR 0.0040 	 Train images 200 	 Round  92
Device 10 	 Train loss 0.5875 	 LR 0.0039 	 Train images 200 	 Round  93
Device 10 	 Train loss 0.5861 	 LR 0.0039 	 Train images 200 	 Round  94
Device 10 	 Train loss 0.5560 	 LR 0.0038 	 Train images 200 	 Round  95
Device 10 	 Train loss 0.5880 	 LR 0.0038 	 Train images 200 	 Round  96
Device 10 	 Train loss 0.5747 	 LR 0.0038 	 Train images 200 	 Round  97
Device 10 	 Train loss 0.5720 	 LR 0.0037 	 Train images 200 	 Round  98
Device 10 	 Train loss 0.5546 	 LR 0.0037 	 Train images 200 	 Round  99
Device 10 	 Train loss 0.5656 	 LR 0.0037 	 Train images 200 	 Round 100
Device 10 	 Train loss 0.5557 	 LR 0.0036 	 Train images 200 	 Round 101
Device 10 	 Train loss 0.5652 	 LR 0.0036 	 Train images 200 	 Round 102
Device 10 	 Train loss 0.5638 	 LR 0.0036 	 Train images 200 	 Round 103
Device 10 	 Train loss 0.5719 	 LR 0.0035 	 Train images 200 	 Round 104
Device 10 	 Train loss 0.5737 	 LR 0.0035 	 Train images 200 	 Round 105
Device 10 	 Train loss 0.5501 	 LR 0.0034 	 Train images 200 	 Round 106
Device 10 	 Train loss 0.5688 	 LR 0.0034 	 Train images 200 	 Round 107
Device 10 	 Train loss 0.5612 	 LR 0.0034 	 Train images 200 	 Round 108
Device 10 	 Train loss 0.5608 	 LR 0.0033 	 Train images 200 	 Round 109
Device 10 	 Train loss 0.5468 	 LR 0.0033 	 Train images 200 	 Round 110
Device 10 	 Train loss 0.5605 	 LR 0.0033 	 Train images 200 	 Round 111
Device 10 	 Train loss 0.5434 	 LR 0.0032 	 Train images 200 	 Round 112
Device 10 	 Train loss 0.5438 	 LR 0.0032 	 Train images 200 	 Round 113
Device 10 	 Train loss 0.5333 	 LR 0.0032 	 Train images 200 	 Round 114
Device 10 	 Train loss 0.5511 	 LR 0.0031 	 Train images 200 	 Round 115
Device 10 	 Train loss 0.5403 	 LR 0.0031 	 Train images 200 	 Round 116
Device 10 	 Train loss 0.5534 	 LR 0.0031 	 Train images 200 	 Round 117
Device 10 	 Train loss 0.5246 	 LR 0.0031 	 Train images 200 	 Round 118
Device 10 	 Train loss 0.5425 	 LR 0.0030 	 Train images 200 	 Round 119
Device 10 	 Train loss 0.5216 	 LR 0.0030 	 Train images 200 	 Round 120
Device 10 	 Train loss 0.5444 	 LR 0.0030 	 Train images 200 	 Round 121
Device 10 	 Train loss 0.5279 	 LR 0.0029 	 Train images 200 	 Round 122
Device 10 	 Train loss 0.5284 	 LR 0.0029 	 Train images 200 	 Round 123
Device 10 	 Train loss 0.5394 	 LR 0.0029 	 Train images 200 	 Round 124
Device 10 	 Train loss 0.5054 	 LR 0.0028 	 Train images 200 	 Round 125
Device 10 	 Train loss 0.5460 	 LR 0.0028 	 Train images 200 	 Round 126
Device 10 	 Train loss 0.5347 	 LR 0.0028 	 Train images 200 	 Round 127
Device 10 	 Train loss 0.5280 	 LR 0.0028 	 Train images 200 	 Round 128
Device 10 	 Train loss 0.5238 	 LR 0.0027 	 Train images 200 	 Round 129
Device 10 	 Train loss 0.5246 	 LR 0.0027 	 Train images 200 	 Round 130
Device 10 	 Train loss 0.5322 	 LR 0.0027 	 Train images 200 	 Round 131
Device 10 	 Train loss 0.5250 	 LR 0.0027 	 Train images 200 	 Round 132
Device 10 	 Train loss 0.5058 	 LR 0.0026 	 Train images 200 	 Round 133
Device 10 	 Train loss 0.5303 	 LR 0.0026 	 Train images 200 	 Round 134
Device 10 	 Train loss 0.5318 	 LR 0.0026 	 Train images 200 	 Round 135
Device 10 	 Train loss 0.5233 	 LR 0.0025 	 Train images 200 	 Round 136
Device 10 	 Train loss 0.5187 	 LR 0.0025 	 Train images 200 	 Round 137
Device 10 	 Train loss 0.5053 	 LR 0.0025 	 Train images 200 	 Round 138
Device 10 	 Train loss 0.5047 	 LR 0.0025 	 Train images 200 	 Round 139
Device 10 	 Train loss 0.5170 	 LR 0.0024 	 Train images 200 	 Round 140
Device 10 	 Train loss 0.5071 	 LR 0.0024 	 Train images 200 	 Round 141
Device 10 	 Train loss 0.5026 	 LR 0.0024 	 Train images 200 	 Round 142
Device 10 	 Train loss 0.4984 	 LR 0.0024 	 Train images 200 	 Round 143
Device 10 	 Train loss 0.4898 	 LR 0.0024 	 Train images 200 	 Round 144
Device 10 	 Train loss 0.5145 	 LR 0.0023 	 Train images 200 	 Round 145
Device 10 	 Train loss 0.5149 	 LR 0.0023 	 Train images 200 	 Round 146
Device 10 	 Train loss 0.4950 	 LR 0.0023 	 Train images 200 	 Round 147
Device 10 	 Train loss 0.5179 	 LR 0.0023 	 Train images 200 	 Round 148
Device 10 	 Train loss 0.5138 	 LR 0.0022 	 Train images 200 	 Round 149
Device 10 	 Train loss 0.4958 	 LR 0.0022 	 Train images 200 	 Round 150
Device 10 	 Train loss 0.5044 	 LR 0.0022 	 Train images 200 	 Round 151
Device 10 	 Train loss 0.4931 	 LR 0.0022 	 Train images 200 	 Round 152
Device 10 	 Train loss 0.5070 	 LR 0.0021 	 Train images 200 	 Round 153
Device 10 	 Train loss 0.5105 	 LR 0.0021 	 Train images 200 	 Round 154
Device 10 	 Train loss 0.4915 	 LR 0.0021 	 Train images 200 	 Round 155
Device 10 	 Train loss 0.4813 	 LR 0.0021 	 Train images 200 	 Round 156
Device 10 	 Train loss 0.4924 	 LR 0.0021 	 Train images 200 	 Round 157
Device 10 	 Train loss 0.4933 	 LR 0.0020 	 Train images 200 	 Round 158
Device 10 	 Train loss 0.5010 	 LR 0.0020 	 Train images 200 	 Round 159
Device 10 	 Train loss 0.4941 	 LR 0.0020 	 Train images 200 	 Round 160
Device 10 	 Train loss 0.4961 	 LR 0.0020 	 Train images 200 	 Round 161
Device 10 	 Train loss 0.4974 	 LR 0.0020 	 Train images 200 	 Round 162
Device 10 	 Train loss 0.4856 	 LR 0.0019 	 Train images 200 	 Round 163
Device 10 	 Train loss 0.4874 	 LR 0.0019 	 Train images 200 	 Round 164
Device 10 	 Train loss 0.4731 	 LR 0.0019 	 Train images 200 	 Round 165
Device 10 	 Train loss 0.4695 	 LR 0.0019 	 Train images 200 	 Round 166
Device 10 	 Train loss 0.4792 	 LR 0.0019 	 Train images 200 	 Round 167
Device 10 	 Train loss 0.4889 	 LR 0.0018 	 Train images 200 	 Round 168
Device 10 	 Train loss 0.4836 	 LR 0.0018 	 Train images 200 	 Round 169
Device 10 	 Train loss 0.4782 	 LR 0.0018 	 Train images 200 	 Round 170
Device 10 	 Train loss 0.4876 	 LR 0.0018 	 Train images 200 	 Round 171
Device 10 	 Train loss 0.4941 	 LR 0.0018 	 Train images 200 	 Round 172
Device 10 	 Train loss 0.4814 	 LR 0.0018 	 Train images 200 	 Round 173
Device 10 	 Train loss 0.4913 	 LR 0.0017 	 Train images 200 	 Round 174
Device 10 	 Train loss 0.4800 	 LR 0.0017 	 Train images 200 	 Round 175
Device 10 	 Train loss 0.4748 	 LR 0.0017 	 Train images 200 	 Round 176
Device 10 	 Train loss 0.4890 	 LR 0.0017 	 Train images 200 	 Round 177
Device 10 	 Train loss 0.4762 	 LR 0.0017 	 Train images 200 	 Round 178
Device 10 	 Train loss 0.4590 	 LR 0.0017 	 Train images 200 	 Round 179
Device 10 	 Train loss 0.4801 	 LR 0.0016 	 Train images 200 	 Round 180
Device 10 	 Train loss 0.4702 	 LR 0.0016 	 Train images 200 	 Round 181
Device 10 	 Train loss 0.4672 	 LR 0.0016 	 Train images 200 	 Round 182
Device 10 	 Train loss 0.4891 	 LR 0.0016 	 Train images 200 	 Round 183
Device 10 	 Train loss 0.4922 	 LR 0.0016 	 Train images 200 	 Round 184
Device 10 	 Train loss 0.4882 	 LR 0.0016 	 Train images 200 	 Round 185
Device 10 	 Train loss 0.4850 	 LR 0.0015 	 Train images 200 	 Round 186
Device 10 	 Train loss 0.4915 	 LR 0.0015 	 Train images 200 	 Round 187
Device 10 	 Train loss 0.4695 	 LR 0.0015 	 Train images 200 	 Round 188
Device 10 	 Train loss 0.4848 	 LR 0.0015 	 Train images 200 	 Round 189
Device 10 	 Train loss 0.4589 	 LR 0.0015 	 Train images 200 	 Round 190
Device 10 	 Train loss 0.4781 	 LR 0.0015 	 Train images 200 	 Round 191
Device 10 	 Train loss 0.4846 	 LR 0.0015 	 Train images 200 	 Round 192
Device 10 	 Train loss 0.4771 	 LR 0.0014 	 Train images 200 	 Round 193
Device 10 	 Train loss 0.4704 	 LR 0.0014 	 Train images 200 	 Round 194
Device 10 	 Train loss 0.4771 	 LR 0.0014 	 Train images 200 	 Round 195
Device 10 	 Train loss 0.4338 	 LR 0.0014 	 Train images 200 	 Round 196
Device 10 	 Train loss 0.4815 	 LR 0.0014 	 Train images 200 	 Round 197
Device 10 	 Train loss 0.4792 	 LR 0.0014 	 Train images 200 	 Round 198
Device 10 	 Train loss 0.4792 	 LR 0.0014 	 Train images 200 	 Round 199
Device 10 	 Train loss 0.4685 	 LR 0.0013 	 Train images 200 	 Round 200
Defense dcs on Dataset MNIST.
Finished computations with time: 0:13:08.300709

