Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
1
cuda:1
Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=8, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 2.3426 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 0.0130 	 LR 0.0009 	 Train images 1250 	 Round  39
Device 10 	 Train loss 0.0177 	 LR 0.0009 	 Train images 1250 	 Round  40
Device 10 	 Train loss 0.0180 	 LR 0.0009 	 Train images 1250 	 Round  41
Device 10 	 Train loss 0.0182 	 LR 0.0009 	 Train images 1250 	 Round  42
Device 10 	 Train loss 0.0140 	 LR 0.0009 	 Train images 1250 	 Round  43
Device 10 	 Train loss 0.0163 	 LR 0.0009 	 Train images 1250 	 Round  44
Device 10 	 Train loss 0.0148 	 LR 0.0009 	 Train images 1250 	 Round  45
Device 10 	 Train loss 0.0123 	 LR 0.0009 	 Train images 1250 	 Round  46
Device 10 	 Train loss 0.0118 	 LR 0.0008 	 Train images 1250 	 Round  47
Device 10 	 Train loss 0.0108 	 LR 0.0008 	 Train images 1250 	 Round  48
Device 10 	 Train loss 0.0188 	 LR 0.0008 	 Train images 1250 	 Round  49
Device 10 	 Train loss 0.0139 	 LR 0.0008 	 Train images 1250 	 Round  50
Device 10 	 Train loss 0.0123 	 LR 0.0008 	 Train images 1250 	 Round  51
Device 10 	 Train loss 0.0125 	 LR 0.0008 	 Train images 1250 	 Round  52
Device 10 	 Train loss 0.0098 	 LR 0.0008 	 Train images 1250 	 Round  53
Device 10 	 Train loss 0.0098 	 LR 0.0008 	 Train images 1250 	 Round  54
Device 10 	 Train loss 0.0122 	 LR 0.0008 	 Train images 1250 	 Round  55
Device 10 	 Train loss 0.0089 	 LR 0.0008 	 Train images 1250 	 Round  56
Device 10 	 Train loss 0.0107 	 LR 0.0008 	 Train images 1250 	 Round  57
Device 10 	 Train loss 0.0088 	 LR 0.0008 	 Train images 1250 	 Round  58
Device 10 	 Train loss 0.0119 	 LR 0.0007 	 Train images 1250 	 Round  59
Device 10 	 Train loss 0.0098 	 LR 0.0007 	 Train images 1250 	 Round  60
Device 10 	 Train loss 0.0106 	 LR 0.0007 	 Train images 1250 	 Round  61
Device 10 	 Train loss 0.0111 	 LR 0.0007 	 Train images 1250 	 Round  62
Device 10 	 Train loss 0.0092 	 LR 0.0007 	 Train images 1250 	 Round  63
Device 10 	 Train loss 0.0102 	 LR 0.0007 	 Train images 1250 	 Round  64
Device 10 	 Train loss 0.0109 	 LR 0.0007 	 Train images 1250 	 Round  65
Device 10 	 Train loss 0.0095 	 LR 0.0007 	 Train images 1250 	 Round  66
Device 10 	 Train loss 0.0088 	 LR 0.0007 	 Train images 1250 	 Round  67
Device 10 	 Train loss 0.0076 	 LR 0.0007 	 Train images 1250 	 Round  68
Device 10 	 Train loss 0.0080 	 LR 0.0007 	 Train images 1250 	 Round  69
Device 10 	 Train loss 0.0086 	 LR 0.0007 	 Train images 1250 	 Round  70
Device 10 	 Train loss 0.0080 	 LR 0.0007 	 Train images 1250 	 Round  71
Device 10 	 Train loss 0.0082 	 LR 0.0007 	 Train images 1250 	 Round  72
Device 10 	 Train loss 0.0078 	 LR 0.0006 	 Train images 1250 	 Round  73
Device 10 	 Train loss 0.0086 	 LR 0.0006 	 Train images 1250 	 Round  74
Device 10 	 Train loss 0.0074 	 LR 0.0006 	 Train images 1250 	 Round  75
Device 10 	 Train loss 0.0097 	 LR 0.0006 	 Train images 1250 	 Round  76
Device 10 	 Train loss 0.0084 	 LR 0.0006 	 Train images 1250 	 Round  77
Device 10 	 Train loss 0.0065 	 LR 0.0006 	 Train images 1250 	 Round  78
Device 10 	 Train loss 0.0071 	 LR 0.0006 	 Train images 1250 	 Round  79
Device 10 	 Train loss 0.0076 	 LR 0.0006 	 Train images 1250 	 Round  80
Device 10 	 Train loss 0.0070 	 LR 0.0006 	 Train images 1250 	 Round  81
Device 10 	 Train loss 0.0096 	 LR 0.0006 	 Train images 1250 	 Round  82
Device 10 	 Train loss 0.0077 	 LR 0.0006 	 Train images 1250 	 Round  83
Device 10 	 Train loss 0.0059 	 LR 0.0006 	 Train images 1250 	 Round  84
Device 10 	 Train loss 0.0064 	 LR 0.0006 	 Train images 1250 	 Round  85
Device 10 	 Train loss 0.0065 	 LR 0.0006 	 Train images 1250 	 Round  86
Device 10 	 Train loss 0.0117 	 LR 0.0006 	 Train images 1250 	 Round  87
Device 10 	 Train loss 0.0069 	 LR 0.0006 	 Train images 1250 	 Round  88
Device 10 	 Train loss 0.0081 	 LR 0.0006 	 Train images 1250 	 Round  89
Device 10 	 Train loss 0.0069 	 LR 0.0005 	 Train images 1250 	 Round  90
Device 10 	 Train loss 0.0079 	 LR 0.0005 	 Train images 1250 	 Round  91
Device 10 	 Train loss 0.0086 	 LR 0.0005 	 Train images 1250 	 Round  92
Device 10 	 Train loss 0.0068 	 LR 0.0005 	 Train images 1250 	 Round  93
Device 10 	 Train loss 0.0072 	 LR 0.0005 	 Train images 1250 	 Round  94
Device 10 	 Train loss 0.0052 	 LR 0.0005 	 Train images 1250 	 Round  95
Device 10 	 Train loss 0.0072 	 LR 0.0005 	 Train images 1250 	 Round  96
Device 10 	 Train loss 0.0063 	 LR 0.0005 	 Train images 1250 	 Round  97
Device 10 	 Train loss 0.0067 	 LR 0.0005 	 Train images 1250 	 Round  98
Device 10 	 Train loss 0.0063 	 LR 0.0005 	 Train images 1250 	 Round  99
Device 10 	 Train loss 0.0062 	 LR 0.0005 	 Train images 1250 	 Round 100
Defense none on Dataset CIFAR10.
Finished computations with time: 0:12:07.288593

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 2.2648 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 2.1355 	 LR 0.0098 	 Train images 1250 	 Round   2
Device 10 	 Train loss 1.9333 	 LR 0.0097 	 Train images 1250 	 Round   3
Device 10 	 Train loss 1.8422 	 LR 0.0096 	 Train images 1250 	 Round   4
Device 10 	 Train loss 1.7152 	 LR 0.0095 	 Train images 1250 	 Round   5
Device 10 	 Train loss 1.5809 	 LR 0.0094 	 Train images 1250 	 Round   6
Device 10 	 Train loss 1.5517 	 LR 0.0093 	 Train images 1250 	 Round   7
Device 10 	 Train loss 1.5134 	 LR 0.0092 	 Train images 1250 	 Round   8
Device 10 	 Train loss 1.4804 	 LR 0.0091 	 Train images 1250 	 Round   9
Device 10 	 Train loss 1.4302 	 LR 0.0090 	 Train images 1250 	 Round  10
Device 10 	 Train loss 1.4061 	 LR 0.0090 	 Train images 1250 	 Round  11
Device 10 	 Train loss 1.3389 	 LR 0.0089 	 Train images 1250 	 Round  12
Device 10 	 Train loss 1.3579 	 LR 0.0088 	 Train images 1250 	 Round  13
Device 10 	 Train loss 1.3079 	 LR 0.0087 	 Train images 1250 	 Round  14
Device 10 	 Train loss 1.2541 	 LR 0.0086 	 Train images 1250 	 Round  15
Device 10 	 Train loss 1.1858 	 LR 0.0085 	 Train images 1250 	 Round  16
Device 10 	 Train loss 1.1537 	 LR 0.0084 	 Train images 1250 	 Round  17
Device 10 	 Train loss 1.2080 	 LR 0.0083 	 Train images 1250 	 Round  18
Device 10 	 Train loss 1.1196 	 LR 0.0083 	 Train images 1250 	 Round  19
Device 10 	 Train loss 1.0167 	 LR 0.0082 	 Train images 1250 	 Round  20
Device 10 	 Train loss 1.0717 	 LR 0.0081 	 Train images 1250 	 Round  21
Device 10 	 Train loss 1.0128 	 LR 0.0080 	 Train images 1250 	 Round  22
Device 10 	 Train loss 0.9521 	 LR 0.0079 	 Train images 1250 	 Round  23
Device 10 	 Train loss 0.9137 	 LR 0.0079 	 Train images 1250 	 Round  24
Device 10 	 Train loss 0.8958 	 LR 0.0078 	 Train images 1250 	 Round  25
Device 10 	 Train loss 0.8137 	 LR 0.0077 	 Train images 1250 	 Round  26
Device 10 	 Train loss 0.8771 	 LR 0.0076 	 Train images 1250 	 Round  27
Device 10 	 Train loss 0.8029 	 LR 0.0075 	 Train images 1250 	 Round  28
Device 10 	 Train loss 0.7394 	 LR 0.0075 	 Train images 1250 	 Round  29
Device 10 	 Train loss 0.5816 	 LR 0.0010 	 Train images 1250 	 Round  30
Device 10 	 Train loss 0.4644 	 LR 0.0010 	 Train images 1250 	 Round  31
Device 10 	 Train loss 0.4482 	 LR 0.0010 	 Train images 1250 	 Round  32
Device 10 	 Train loss 0.4121 	 LR 0.0010 	 Train images 1250 	 Round  33
Device 10 	 Train loss 0.4087 	 LR 0.0010 	 Train images 1250 	 Round  34
Device 10 	 Train loss 0.3707 	 LR 0.0010 	 Train images 1250 	 Round  35
Device 10 	 Train loss 0.3456 	 LR 0.0009 	 Train images 1250 	 Round  36
Device 10 	 Train loss 0.3407 	 LR 0.0009 	 Train images 1250 	 Round  37
Device 10 	 Train loss 0.3152 	 LR 0.0009 	 Train images 1250 	 Round  38
Device 10 	 Train loss 0.3089 	 LR 0.0009 	 Train images 1250 	 Round  39
Device 10 	 Train loss 0.2864 	 LR 0.0009 	 Train images 1250 	 Round  40
Device 10 	 Train loss 0.2618 	 LR 0.0009 	 Train images 1250 	 Round  41
Device 10 	 Train loss 0.2405 	 LR 0.0009 	 Train images 1250 	 Round  42
Device 10 	 Train loss 0.2305 	 LR 0.0009 	 Train images 1250 	 Round  43
Device 10 	 Train loss 0.2456 	 LR 0.0009 	 Train images 1250 	 Round  44
Device 10 	 Train loss 0.2073 	 LR 0.0009 	 Train images 1250 	 Round  45
Device 10 	 Train loss 0.1928 	 LR 0.0009 	 Train images 1250 	 Round  46
Device 10 	 Train loss 0.1782 	 LR 0.0008 	 Train images 1250 	 Round  47
Device 10 	 Train loss 0.1704 	 LR 0.0008 	 Train images 1250 	 Round  48
Device 10 	 Train loss 0.1789 	 LR 0.0008 	 Train images 1250 	 Round  49
Device 10 	 Train loss 0.1734 	 LR 0.0008 	 Train images 1250 	 Round  50
Device 10 	 Train loss 0.1779 	 LR 0.0008 	 Train images 1250 	 Round  51
Device 10 	 Train loss 0.1487 	 LR 0.0008 	 Train images 1250 	 Round  52
Device 10 	 Train loss 0.1391 	 LR 0.0008 	 Train images 1250 	 Round  53
Device 10 	 Train loss 0.1195 	 LR 0.0008 	 Train images 1250 	 Round  54
Device 10 	 Train loss 0.1303 	 LR 0.0008 	 Train images 1250 	 Round  55
Device 10 	 Train loss 0.1131 	 LR 0.0008 	 Train images 1250 	 Round  56
Device 10 	 Train loss 0.1113 	 LR 0.0008 	 Train images 1250 	 Round  57
Device 10 	 Train loss 0.0958 	 LR 0.0008 	 Train images 1250 	 Round  58
Device 10 	 Train loss 0.0948 	 LR 0.0007 	 Train images 1250 	 Round  59
Device 10 	 Train loss 0.0922 	 LR 0.0007 	 Train images 1250 	 Round  60
Device 10 	 Train loss 0.0989 	 LR 0.0007 	 Train images 1250 	 Round  61
Device 10 	 Train loss 0.0953 	 LR 0.0007 	 Train images 1250 	 Round  62
Device 10 	 Train loss 0.0746 	 LR 0.0007 	 Train images 1250 	 Round  63
Device 10 	 Train loss 0.0813 	 LR 0.0007 	 Train images 1250 	 Round  64
Device 10 	 Train loss 0.0828 	 LR 0.0007 	 Train images 1250 	 Round  65
Device 10 	 Train loss 0.0857 	 LR 0.0007 	 Train images 1250 	 Round  66
Device 10 	 Train loss 0.0676 	 LR 0.0007 	 Train images 1250 	 Round  67
Device 10 	 Train loss 0.0599 	 LR 0.0007 	 Train images 1250 	 Round  68
Device 10 	 Train loss 0.0687 	 LR 0.0007 	 Train images 1250 	 Round  69
Device 10 	 Train loss 0.0669 	 LR 0.0007 	 Train images 1250 	 Round  70
Device 10 	 Train loss 0.0564 	 LR 0.0007 	 Train images 1250 	 Round  71
Device 10 	 Train loss 0.0480 	 LR 0.0007 	 Train images 1250 	 Round  72
Device 10 	 Train loss 0.0497 	 LR 0.0006 	 Train images 1250 	 Round  73
Device 10 	 Train loss 0.0482 	 LR 0.0006 	 Train images 1250 	 Round  74
Device 10 	 Train loss 0.0614 	 LR 0.0006 	 Train images 1250 	 Round  75
Device 10 	 Train loss 0.0508 	 LR 0.0006 	 Train images 1250 	 Round  76
Device 10 	 Train loss 0.0483 	 LR 0.0006 	 Train images 1250 	 Round  77
Device 10 	 Train loss 0.0399 	 LR 0.0006 	 Train images 1250 	 Round  78
Device 10 	 Train loss 0.0475 	 LR 0.0006 	 Train images 1250 	 Round  79
Device 10 	 Train loss 0.0476 	 LR 0.0006 	 Train images 1250 	 Round  80
Device 10 	 Train loss 0.0439 	 LR 0.0006 	 Train images 1250 	 Round  81
Device 10 	 Train loss 0.0432 	 LR 0.0006 	 Train images 1250 	 Round  82
Device 10 	 Train loss 0.0374 	 LR 0.0006 	 Train images 1250 	 Round  83
Device 10 	 Train loss 0.0323 	 LR 0.0006 	 Train images 1250 	 Round  84
Device 10 	 Train loss 0.0322 	 LR 0.0006 	 Train images 1250 	 Round  85
Device 10 	 Train loss 0.0282 	 LR 0.0006 	 Train images 1250 	 Round  86
Device 10 	 Train loss 0.0412 	 LR 0.0006 	 Train images 1250 	 Round  87
Device 10 	 Train loss 0.0338 	 LR 0.0006 	 Train images 1250 	 Round  88
Device 10 	 Train loss 0.0274 	 LR 0.0006 	 Train images 1250 	 Round  89
Device 10 	 Train loss 0.0326 	 LR 0.0005 	 Train images 1250 	 Round  90
Device 10 	 Train loss 0.0310 	 LR 0.0005 	 Train images 1250 	 Round  91
Device 10 	 Train loss 0.0311 	 LR 0.0005 	 Train images 1250 	 Round  92
Device 10 	 Train loss 0.0237 	 LR 0.0005 	 Train images 1250 	 Round  93
Device 10 	 Train loss 0.0232 	 LR 0.0005 	 Train images 1250 	 Round  94
Device 10 	 Train loss 0.0232 	 LR 0.0005 	 Train images 1250 	 Round  95
Device 10 	 Train loss 0.0263 	 LR 0.0005 	 Train images 1250 	 Round  96
Device 10 	 Train loss 0.0223 	 LR 0.0005 	 Train images 1250 	 Round  97
Device 10 	 Train loss 0.0226 	 LR 0.0005 	 Train images 1250 	 Round  98
Device 10 	 Train loss 0.0233 	 LR 0.0005 	 Train images 1250 	 Round  99
Device 10 	 Train loss 0.0250 	 LR 0.0005 	 Train images 1250 	 Round 100
Defense none on Dataset CIFAR10.
Finished computations with time: 0:12:07.204545

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 2.5608 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 2.2805 	 LR 0.0098 	 Train images 1250 	 Round   2
Device 10 	 Train loss 2.0486 	 LR 0.0097 	 Train images 1250 	 Round   3
Device 10 	 Train loss 1.8382 	 LR 0.0096 	 Train images 1250 	 Round   4
Device 10 	 Train loss 1.6704 	 LR 0.0095 	 Train images 1250 	 Round   5
Device 10 	 Train loss 1.6631 	 LR 0.0094 	 Train images 1250 	 Round   6
Device 10 	 Train loss 1.5308 	 LR 0.0093 	 Train images 1250 	 Round   7
Device 10 	 Train loss 1.4487 	 LR 0.0092 	 Train images 1250 	 Round   8
Device 10 	 Train loss 1.3585 	 LR 0.0091 	 Train images 1250 	 Round   9
Device 10 	 Train loss 1.3247 	 LR 0.0090 	 Train images 1250 	 Round  10
Device 10 	 Train loss 1.3651 	 LR 0.0090 	 Train images 1250 	 Round  11
Device 10 	 Train loss 1.2613 	 LR 0.0089 	 Train images 1250 	 Round  12
Device 10 	 Train loss 1.0791 	 LR 0.0088 	 Train images 1250 	 Round  13
Device 10 	 Train loss 1.0635 	 LR 0.0087 	 Train images 1250 	 Round  14
Device 10 	 Train loss 1.0102 	 LR 0.0086 	 Train images 1250 	 Round  15
Device 10 	 Train loss 0.8886 	 LR 0.0085 	 Train images 1250 	 Round  16
Device 10 	 Train loss 0.8158 	 LR 0.0084 	 Train images 1250 	 Round  17
Device 10 	 Train loss 0.8274 	 LR 0.0083 	 Train images 1250 	 Round  18
Device 10 	 Train loss 0.7805 	 LR 0.0083 	 Train images 1250 	 Round  19
Device 10 	 Train loss 0.7915 	 LR 0.0082 	 Train images 1250 	 Round  20
Device 10 	 Train loss 0.6067 	 LR 0.0081 	 Train images 1250 	 Round  21
Device 10 	 Train loss 0.5988 	 LR 0.0080 	 Train images 1250 	 Round  22
Device 10 	 Train loss 0.6377 	 LR 0.0079 	 Train images 1250 	 Round  23
Device 10 	 Train loss 0.5634 	 LR 0.0079 	 Train images 1250 	 Round  24
Device 10 	 Train loss 0.5950 	 LR 0.0078 	 Train images 1250 	 Round  25
Device 10 	 Train loss 0.5021 	 LR 0.0077 	 Train images 1250 	 Round  26
Device 10 	 Train loss 0.4539 	 LR 0.0076 	 Train images 1250 	 Round  27
Device 10 	 Train loss 0.4561 	 LR 0.0075 	 Train images 1250 	 Round  28
Device 10 	 Train loss 0.3418 	 LR 0.0075 	 Train images 1250 	 Round  29
Device 10 	 Train loss 0.1305 	 LR 0.0010 	 Train images 1250 	 Round  30
Defense none on Dataset CIFAR10.
Finished computations with time: 0:05:13.400541

