Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 4.7636 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 0.3326 	 LR 0.0076 	 Train images 1250 	 Round  27
Device 10 	 Train loss 0.3033 	 LR 0.0075 	 Train images 1250 	 Round  28
Device 10 	 Train loss 0.2514 	 LR 0.0075 	 Train images 1250 	 Round  29
Device 10 	 Train loss 0.1399 	 LR 0.0010 	 Train images 1250 	 Round  30
Device 10 	 Train loss 0.1203 	 LR 0.0010 	 Train images 1250 	 Round  31
Device 10 	 Train loss 0.1037 	 LR 0.0010 	 Train images 1250 	 Round  32
Device 10 	 Train loss 0.1069 	 LR 0.0010 	 Train images 1250 	 Round  33
Device 10 	 Train loss 0.0874 	 LR 0.0010 	 Train images 1250 	 Round  34
Device 10 	 Train loss 0.0881 	 LR 0.0010 	 Train images 1250 	 Round  35
Device 10 	 Train loss 0.0892 	 LR 0.0009 	 Train images 1250 	 Round  36
Device 10 	 Train loss 0.0859 	 LR 0.0009 	 Train images 1250 	 Round  37
Device 10 	 Train loss 0.0875 	 LR 0.0009 	 Train images 1250 	 Round  38
Device 10 	 Train loss 0.0766 	 LR 0.0009 	 Train images 1250 	 Round  39
Device 10 	 Train loss 0.0816 	 LR 0.0009 	 Train images 1250 	 Round  40
Device 10 	 Train loss 0.0813 	 LR 0.0009 	 Train images 1250 	 Round  41
Device 10 	 Train loss 0.0845 	 LR 0.0009 	 Train images 1250 	 Round  42
Device 10 	 Train loss 0.0766 	 LR 0.0009 	 Train images 1250 	 Round  43
Device 10 	 Train loss 0.0814 	 LR 0.0009 	 Train images 1250 	 Round  44
Device 10 	 Train loss 0.0701 	 LR 0.0009 	 Train images 1250 	 Round  45
Device 10 	 Train loss 0.0775 	 LR 0.0009 	 Train images 1250 	 Round  46
Device 10 	 Train loss 0.0696 	 LR 0.0008 	 Train images 1250 	 Round  47
Device 10 	 Train loss 0.0671 	 LR 0.0008 	 Train images 1250 	 Round  48
Device 10 	 Train loss 0.0608 	 LR 0.0008 	 Train images 1250 	 Round  49
Device 10 	 Train loss 0.0710 	 LR 0.0008 	 Train images 1250 	 Round  50
Defense dp on Dataset CIFAR100.
Finished computations with time: 0:11:28.535714

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.001, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 4.3624 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 3.9598 	 LR 0.0098 	 Train images 1250 	 Round   2
Device 10 	 Train loss 3.5693 	 LR 0.0097 	 Train images 1250 	 Round   3
Device 10 	 Train loss 3.0982 	 LR 0.0096 	 Train images 1250 	 Round   4
Device 10 	 Train loss 2.4437 	 LR 0.0095 	 Train images 1250 	 Round   5
Device 10 	 Train loss 1.8655 	 LR 0.0094 	 Train images 1250 	 Round   6
Device 10 	 Train loss 1.4549 	 LR 0.0093 	 Train images 1250 	 Round   7
Device 10 	 Train loss 1.2328 	 LR 0.0092 	 Train images 1250 	 Round   8
Device 10 	 Train loss 1.0509 	 LR 0.0091 	 Train images 1250 	 Round   9
Device 10 	 Train loss 0.8107 	 LR 0.0090 	 Train images 1250 	 Round  10
Device 10 	 Train loss 0.6572 	 LR 0.0090 	 Train images 1250 	 Round  11
Device 10 	 Train loss 0.5501 	 LR 0.0089 	 Train images 1250 	 Round  12
Device 10 	 Train loss 0.4169 	 LR 0.0088 	 Train images 1250 	 Round  13
Device 10 	 Train loss 0.3074 	 LR 0.0087 	 Train images 1250 	 Round  14
Device 10 	 Train loss 0.3024 	 LR 0.0086 	 Train images 1250 	 Round  15
Device 10 	 Train loss 0.1449 	 LR 0.0085 	 Train images 1250 	 Round  16
Device 10 	 Train loss 0.1049 	 LR 0.0084 	 Train images 1250 	 Round  17
Device 10 	 Train loss 0.0478 	 LR 0.0083 	 Train images 1250 	 Round  18
Device 10 	 Train loss 0.0334 	 LR 0.0083 	 Train images 1250 	 Round  19
Device 10 	 Train loss 0.0246 	 LR 0.0082 	 Train images 1250 	 Round  20
Device 10 	 Train loss 0.0063 	 LR 0.0081 	 Train images 1250 	 Round  21
Device 10 	 Train loss 0.0051 	 LR 0.0080 	 Train images 1250 	 Round  22
Device 10 	 Train loss 0.0048 	 LR 0.0079 	 Train images 1250 	 Round  23
Device 10 	 Train loss 0.0050 	 LR 0.0079 	 Train images 1250 	 Round  24
Device 10 	 Train loss 0.0042 	 LR 0.0078 	 Train images 1250 	 Round  25
Device 10 	 Train loss 0.0039 	 LR 0.0077 	 Train images 1250 	 Round  26
Device 10 	 Train loss 0.0037 	 LR 0.0076 	 Train images 1250 	 Round  27
Device 10 	 Train loss 0.0036 	 LR 0.0075 	 Train images 1250 	 Round  28
Device 10 	 Train loss 0.0035 	 LR 0.0075 	 Train images 1250 	 Round  29
Device 10 	 Train loss 0.0059 	 LR 0.0010 	 Train images 1250 	 Round  30
Device 10 	 Train loss 0.0054 	 LR 0.0010 	 Train images 1250 	 Round  31
Device 10 	 Train loss 0.0058 	 LR 0.0010 	 Train images 1250 	 Round  32
Device 10 	 Train loss 0.0055 	 LR 0.0010 	 Train images 1250 	 Round  33
Device 10 	 Train loss 0.0052 	 LR 0.0010 	 Train images 1250 	 Round  34
Device 10 	 Train loss 0.0056 	 LR 0.0010 	 Train images 1250 	 Round  35
Device 10 	 Train loss 0.0054 	 LR 0.0009 	 Train images 1250 	 Round  36
Device 10 	 Train loss 0.0054 	 LR 0.0009 	 Train images 1250 	 Round  37
Device 10 	 Train loss 0.0055 	 LR 0.0009 	 Train images 1250 	 Round  38
Device 10 	 Train loss 0.0051 	 LR 0.0009 	 Train images 1250 	 Round  39
Device 10 	 Train loss 0.0050 	 LR 0.0009 	 Train images 1250 	 Round  40
Device 10 	 Train loss 0.0053 	 LR 0.0009 	 Train images 1250 	 Round  41
Device 10 	 Train loss 0.0052 	 LR 0.0009 	 Train images 1250 	 Round  42
Device 10 	 Train loss 0.0049 	 LR 0.0009 	 Train images 1250 	 Round  43
Device 10 	 Train loss 0.0049 	 LR 0.0009 	 Train images 1250 	 Round  44
Device 10 	 Train loss 0.0051 	 LR 0.0009 	 Train images 1250 	 Round  45
Device 10 	 Train loss 0.0050 	 LR 0.0009 	 Train images 1250 	 Round  46
Device 10 	 Train loss 0.0049 	 LR 0.0008 	 Train images 1250 	 Round  47
Device 10 	 Train loss 0.0047 	 LR 0.0008 	 Train images 1250 	 Round  48
Device 10 	 Train loss 0.0047 	 LR 0.0008 	 Train images 1250 	 Round  49
Device 10 	 Train loss 0.0050 	 LR 0.0008 	 Train images 1250 	 Round  50
Defense dp on Dataset CIFAR100.
Finished computations with time: 0:55:31.050308

