Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 0.9502 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.6293 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.6230 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.6154 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.6120 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.6196 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.6118 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.6123 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.6154 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.6101 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.6114 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense dcs on Dataset CIFAR10.
Finished computations with time: 2:37:37.010924

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 0.8343 	 LR 0.0098 	 Train images 4000 	 Round   2
Device 10 	 Train loss 1.0272 	 LR 0.0096 	 Train images 4000 	 Round   4
Device 10 	 Train loss 0.3308 	 LR 0.0095 	 Train images 4000 	 Round   5
Device 10 	 Train loss 0.3552 	 LR 0.0094 	 Train images 4000 	 Round   6
Device 10 	 Train loss 0.2339 	 LR 0.0093 	 Train images 4000 	 Round   7
Device 10 	 Train loss 0.4300 	 LR 0.0092 	 Train images 4000 	 Round   8
Device 10 	 Train loss 0.3690 	 LR 0.0090 	 Train images 4000 	 Round  10
Device 10 	 Train loss 0.1718 	 LR 0.0090 	 Train images 4000 	 Round  11
Device 10 	 Train loss 0.2511 	 LR 0.0089 	 Train images 4000 	 Round  12
Device 10 	 Train loss 0.1505 	 LR 0.0088 	 Train images 4000 	 Round  13
Device 10 	 Train loss 0.2413 	 LR 0.0087 	 Train images 4000 	 Round  14
Device 10 	 Train loss 0.1412 	 LR 0.0085 	 Train images 4000 	 Round  16
Device 10 	 Train loss 0.1426 	 LR 0.0084 	 Train images 4000 	 Round  17
Device 10 	 Train loss 0.1709 	 LR 0.0083 	 Train images 4000 	 Round  18
Device 10 	 Train loss 0.1731 	 LR 0.0083 	 Train images 4000 	 Round  19
Device 10 	 Train loss 0.0739 	 LR 0.0082 	 Train images 4000 	 Round  20
Device 10 	 Train loss 0.1402 	 LR 0.0081 	 Train images 4000 	 Round  21
Device 10 	 Train loss 0.0738 	 LR 0.0080 	 Train images 4000 	 Round  22
Device 10 	 Train loss 0.1258 	 LR 0.0079 	 Train images 4000 	 Round  23
Device 10 	 Train loss 0.0305 	 LR 0.0079 	 Train images 4000 	 Round  24
Device 10 	 Train loss 0.1029 	 LR 0.0078 	 Train images 4000 	 Round  25
Device 10 	 Train loss 0.0394 	 LR 0.0077 	 Train images 4000 	 Round  26
Device 10 	 Train loss 0.0741 	 LR 0.0076 	 Train images 4000 	 Round  27
Device 10 	 Train loss 0.0335 	 LR 0.0075 	 Train images 4000 	 Round  28
Device 10 	 Train loss 0.0559 	 LR 0.0075 	 Train images 4000 	 Round  29
Device 10 	 Train loss 0.0239 	 LR 0.0010 	 Train images 4000 	 Round  30
Device 10 	 Train loss 0.0471 	 LR 0.0010 	 Train images 4000 	 Round  31
Device 10 	 Train loss 0.0471 	 LR 0.0010 	 Train images 4000 	 Round  32
Device 10 	 Train loss 0.0334 	 LR 0.0010 	 Train images 4000 	 Round  33
Device 10 	 Train loss 0.0294 	 LR 0.0010 	 Train images 4000 	 Round  34
Device 10 	 Train loss 0.0353 	 LR 0.0010 	 Train images 4000 	 Round  35
Device 10 	 Train loss 0.0278 	 LR 0.0009 	 Train images 4000 	 Round  36
Device 10 	 Train loss 0.0282 	 LR 0.0009 	 Train images 4000 	 Round  37
Device 10 	 Train loss 0.0314 	 LR 0.0009 	 Train images 4000 	 Round  38
Device 10 	 Train loss 0.0316 	 LR 0.0009 	 Train images 4000 	 Round  40
Device 10 	 Train loss 0.0267 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.0249 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.0273 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.0187 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.0199 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.0186 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.0170 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.0161 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.0165 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.0197 	 LR 0.0008 	 Train images 4000 	 Round  50
Device 10 	 Train loss 0.0173 	 LR 0.0008 	 Train images 4000 	 Round  51
Device 10 	 Train loss 0.0156 	 LR 0.0008 	 Train images 4000 	 Round  52
Device 10 	 Train loss 0.0137 	 LR 0.0008 	 Train images 4000 	 Round  53
Device 10 	 Train loss 0.0169 	 LR 0.0008 	 Train images 4000 	 Round  54
Device 10 	 Train loss 0.0132 	 LR 0.0008 	 Train images 4000 	 Round  55
Device 10 	 Train loss 0.0136 	 LR 0.0008 	 Train images 4000 	 Round  56
Device 10 	 Train loss 0.0123 	 LR 0.0008 	 Train images 4000 	 Round  57
Device 10 	 Train loss 0.0130 	 LR 0.0008 	 Train images 4000 	 Round  58
Device 10 	 Train loss 0.0155 	 LR 0.0007 	 Train images 4000 	 Round  60
Device 10 	 Train loss 0.0145 	 LR 0.0007 	 Train images 4000 	 Round  62
Device 10 	 Train loss 0.0115 	 LR 0.0007 	 Train images 4000 	 Round  63
Device 10 	 Train loss 0.0102 	 LR 0.0007 	 Train images 4000 	 Round  64
Device 10 	 Train loss 0.0115 	 LR 0.0007 	 Train images 4000 	 Round  66
Device 10 	 Train loss 0.0109 	 LR 0.0007 	 Train images 4000 	 Round  67
Device 10 	 Train loss 0.0091 	 LR 0.0007 	 Train images 4000 	 Round  68
Device 10 	 Train loss 0.0093 	 LR 0.0007 	 Train images 4000 	 Round  69
Device 10 	 Train loss 0.0098 	 LR 0.0007 	 Train images 4000 	 Round  71
Device 10 	 Train loss 0.0074 	 LR 0.0007 	 Train images 4000 	 Round  72
Device 10 	 Train loss 0.0096 	 LR 0.0006 	 Train images 4000 	 Round  74
Device 10 	 Train loss 0.0087 	 LR 0.0006 	 Train images 4000 	 Round  75
Device 10 	 Train loss 0.0095 	 LR 0.0006 	 Train images 4000 	 Round  76
Device 10 	 Train loss 0.0087 	 LR 0.0006 	 Train images 4000 	 Round  77
Device 10 	 Train loss 0.0091 	 LR 0.0006 	 Train images 4000 	 Round  78
Device 10 	 Train loss 0.0070 	 LR 0.0006 	 Train images 4000 	 Round  79
Device 10 	 Train loss 0.0084 	 LR 0.0006 	 Train images 4000 	 Round  80
Device 10 	 Train loss 0.0062 	 LR 0.0006 	 Train images 4000 	 Round  81
Device 10 	 Train loss 0.0078 	 LR 0.0006 	 Train images 4000 	 Round  82
Device 10 	 Train loss 0.0068 	 LR 0.0006 	 Train images 4000 	 Round  83
Device 10 	 Train loss 0.0083 	 LR 0.0006 	 Train images 4000 	 Round  84
Device 10 	 Train loss 0.0060 	 LR 0.0006 	 Train images 4000 	 Round  85
Device 10 	 Train loss 0.0071 	 LR 0.0006 	 Train images 4000 	 Round  86
Device 10 	 Train loss 0.0058 	 LR 0.0006 	 Train images 4000 	 Round  87
Device 10 	 Train loss 0.0061 	 LR 0.0006 	 Train images 4000 	 Round  88
Device 10 	 Train loss 0.0059 	 LR 0.0006 	 Train images 4000 	 Round  89
Device 10 	 Train loss 0.0075 	 LR 0.0005 	 Train images 4000 	 Round  90
Device 10 	 Train loss 0.0066 	 LR 0.0005 	 Train images 4000 	 Round  91
Device 10 	 Train loss 0.0062 	 LR 0.0005 	 Train images 4000 	 Round  92
Device 10 	 Train loss 0.0057 	 LR 0.0005 	 Train images 4000 	 Round  93
Device 10 	 Train loss 0.0057 	 LR 0.0005 	 Train images 4000 	 Round  94
Device 10 	 Train loss 0.0069 	 LR 0.0005 	 Train images 4000 	 Round  95
Device 10 	 Train loss 0.0065 	 LR 0.0005 	 Train images 4000 	 Round  96
Device 10 	 Train loss 0.0055 	 LR 0.0005 	 Train images 4000 	 Round  97
Device 10 	 Train loss 0.0060 	 LR 0.0005 	 Train images 4000 	 Round  98
Device 10 	 Train loss 0.0051 	 LR 0.0005 	 Train images 4000 	 Round  99
Device 10 	 Train loss 0.0055 	 LR 0.0005 	 Train images 4000 	 Round 100
Defense dcs on Dataset CIFAR10.
Finished computations with time: 0:20:06.414339

