Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 4.8033 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 0.2412 	 LR 0.0009 	 Train images 1250 	 Round  44
Device 10 	 Train loss 0.2340 	 LR 0.0009 	 Train images 1250 	 Round  45
Device 10 	 Train loss 0.2191 	 LR 0.0009 	 Train images 1250 	 Round  46
Device 10 	 Train loss 0.1987 	 LR 0.0008 	 Train images 1250 	 Round  47
Device 10 	 Train loss 0.1931 	 LR 0.0008 	 Train images 1250 	 Round  48
Device 10 	 Train loss 0.1902 	 LR 0.0008 	 Train images 1250 	 Round  49
Device 10 	 Train loss 0.1761 	 LR 0.0008 	 Train images 1250 	 Round  50
Defense dcs on Dataset CIFAR100.
Finished computations with time: 8:20:02.278206

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device 10 	 Train loss 4.6989 	 LR 0.0099 	 Train images 1250 	 Round   1
Device 10 	 Train loss 4.4849 	 LR 0.0098 	 Train images 1250 	 Round   2
Device 10 	 Train loss 4.2167 	 LR 0.0097 	 Train images 1250 	 Round   3
Device 10 	 Train loss 3.9330 	 LR 0.0096 	 Train images 1250 	 Round   4
Device 10 	 Train loss 3.7615 	 LR 0.0095 	 Train images 1250 	 Round   5
Device 10 	 Train loss 3.6267 	 LR 0.0094 	 Train images 1250 	 Round   6
Device 10 	 Train loss 3.5387 	 LR 0.0093 	 Train images 1250 	 Round   7
Device 10 	 Train loss 3.3955 	 LR 0.0092 	 Train images 1250 	 Round   8
Device 10 	 Train loss 3.2526 	 LR 0.0091 	 Train images 1250 	 Round   9
Device 10 	 Train loss 3.2098 	 LR 0.0090 	 Train images 1250 	 Round  10
Device 10 	 Train loss 3.1380 	 LR 0.0090 	 Train images 1250 	 Round  11
Device 10 	 Train loss 2.9516 	 LR 0.0089 	 Train images 1250 	 Round  12
Device 10 	 Train loss 2.9341 	 LR 0.0088 	 Train images 1250 	 Round  13
Device 10 	 Train loss 2.8630 	 LR 0.0087 	 Train images 1250 	 Round  14
Device 10 	 Train loss 2.8173 	 LR 0.0086 	 Train images 1250 	 Round  15
Device 10 	 Train loss 2.6685 	 LR 0.0085 	 Train images 1250 	 Round  16
Device 10 	 Train loss 2.6019 	 LR 0.0084 	 Train images 1250 	 Round  17
Device 10 	 Train loss 2.5315 	 LR 0.0083 	 Train images 1250 	 Round  18
Device 10 	 Train loss 2.4212 	 LR 0.0083 	 Train images 1250 	 Round  19
Device 10 	 Train loss 2.4034 	 LR 0.0082 	 Train images 1250 	 Round  20
Device 10 	 Train loss 2.2604 	 LR 0.0081 	 Train images 1250 	 Round  21
Device 10 	 Train loss 2.1463 	 LR 0.0080 	 Train images 1250 	 Round  22
Device 10 	 Train loss 2.0949 	 LR 0.0079 	 Train images 1250 	 Round  23
Device 10 	 Train loss 2.0015 	 LR 0.0079 	 Train images 1250 	 Round  24
Device 10 	 Train loss 1.9164 	 LR 0.0078 	 Train images 1250 	 Round  25
Device 10 	 Train loss 1.7909 	 LR 0.0077 	 Train images 1250 	 Round  26
Device 10 	 Train loss 1.7525 	 LR 0.0076 	 Train images 1250 	 Round  27
Device 10 	 Train loss 1.6650 	 LR 0.0075 	 Train images 1250 	 Round  28
Device 10 	 Train loss 1.5692 	 LR 0.0075 	 Train images 1250 	 Round  29
Device 10 	 Train loss 1.3038 	 LR 0.0010 	 Train images 1250 	 Round  30
Device 10 	 Train loss 1.1114 	 LR 0.0010 	 Train images 1250 	 Round  31
Device 10 	 Train loss 1.0452 	 LR 0.0010 	 Train images 1250 	 Round  32
Device 10 	 Train loss 1.0162 	 LR 0.0010 	 Train images 1250 	 Round  33
Device 10 	 Train loss 0.9539 	 LR 0.0010 	 Train images 1250 	 Round  34
Device 10 	 Train loss 0.9329 	 LR 0.0010 	 Train images 1250 	 Round  35
Device 10 	 Train loss 0.8979 	 LR 0.0009 	 Train images 1250 	 Round  36
Device 10 	 Train loss 0.8600 	 LR 0.0009 	 Train images 1250 	 Round  37
Device 10 	 Train loss 0.8379 	 LR 0.0009 	 Train images 1250 	 Round  38
Device 10 	 Train loss 0.8074 	 LR 0.0009 	 Train images 1250 	 Round  39
Device 10 	 Train loss 0.7862 	 LR 0.0009 	 Train images 1250 	 Round  40
Device 10 	 Train loss 0.7680 	 LR 0.0009 	 Train images 1250 	 Round  41
Device 10 	 Train loss 0.7456 	 LR 0.0009 	 Train images 1250 	 Round  42
Device 10 	 Train loss 0.7124 	 LR 0.0009 	 Train images 1250 	 Round  43
Device 10 	 Train loss 0.7075 	 LR 0.0009 	 Train images 1250 	 Round  44
Device 10 	 Train loss 0.6501 	 LR 0.0009 	 Train images 1250 	 Round  45
Device 10 	 Train loss 0.6496 	 LR 0.0009 	 Train images 1250 	 Round  46
Device 10 	 Train loss 0.6211 	 LR 0.0008 	 Train images 1250 	 Round  47
Device 10 	 Train loss 0.5996 	 LR 0.0008 	 Train images 1250 	 Round  48
Device 10 	 Train loss 0.5604 	 LR 0.0008 	 Train images 1250 	 Round  49
Device 10 	 Train loss 0.5510 	 LR 0.0008 	 Train images 1250 	 Round  50
Defense dcs on Dataset CIFAR100.
Finished computations with time: 5:31:16.256491

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR100', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=500.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
