Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 0.7525 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.4610 	 LR 0.0081 	 Train images 4000 	 Round  21
Device 10 	 Train loss 0.4378 	 LR 0.0080 	 Train images 4000 	 Round  22
Device 10 	 Train loss 0.4388 	 LR 0.0079 	 Train images 4000 	 Round  23
Device 10 	 Train loss 0.4182 	 LR 0.0079 	 Train images 4000 	 Round  24
Device 10 	 Train loss 0.4425 	 LR 0.0078 	 Train images 4000 	 Round  25
Device 10 	 Train loss 0.4017 	 LR 0.0077 	 Train images 4000 	 Round  26
Device 10 	 Train loss 0.4224 	 LR 0.0076 	 Train images 4000 	 Round  27
Device 10 	 Train loss 0.4003 	 LR 0.0075 	 Train images 4000 	 Round  28
Device 10 	 Train loss 0.4144 	 LR 0.0075 	 Train images 4000 	 Round  29
Device 10 	 Train loss 0.4596 	 LR 0.0010 	 Train images 4000 	 Round  30
Device 10 	 Train loss 0.4725 	 LR 0.0010 	 Train images 4000 	 Round  31
Device 10 	 Train loss 0.4702 	 LR 0.0010 	 Train images 4000 	 Round  32
Device 10 	 Train loss 0.4633 	 LR 0.0010 	 Train images 4000 	 Round  33
Device 10 	 Train loss 0.4609 	 LR 0.0010 	 Train images 4000 	 Round  34
Device 10 	 Train loss 0.4587 	 LR 0.0010 	 Train images 4000 	 Round  35
Device 10 	 Train loss 0.4599 	 LR 0.0009 	 Train images 4000 	 Round  36
Device 10 	 Train loss 0.4522 	 LR 0.0009 	 Train images 4000 	 Round  37
Device 10 	 Train loss 0.4528 	 LR 0.0009 	 Train images 4000 	 Round  38
Device 10 	 Train loss 0.4497 	 LR 0.0009 	 Train images 4000 	 Round  39
Device 10 	 Train loss 0.4483 	 LR 0.0009 	 Train images 4000 	 Round  40
Device 10 	 Train loss 0.4449 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.4451 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.4357 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.4351 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.4444 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.4462 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.4406 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.4418 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.4426 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.4419 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:07:54.343824

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 0.7448 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.6949 	 LR 0.0098 	 Train images 4000 	 Round   2
Device 10 	 Train loss 0.7101 	 LR 0.0097 	 Train images 4000 	 Round   3
Device 10 	 Train loss 0.5882 	 LR 0.0096 	 Train images 4000 	 Round   4
Device 10 	 Train loss 0.6425 	 LR 0.0095 	 Train images 4000 	 Round   5
Device 10 	 Train loss 0.6430 	 LR 0.0094 	 Train images 4000 	 Round   6
Device 10 	 Train loss 0.9985 	 LR 0.0093 	 Train images 4000 	 Round   7
Device 10 	 Train loss 0.5666 	 LR 0.0092 	 Train images 4000 	 Round   8
Device 10 	 Train loss 0.7177 	 LR 0.0091 	 Train images 4000 	 Round   9
Device 10 	 Train loss 0.5695 	 LR 0.0090 	 Train images 4000 	 Round  10
Device 10 	 Train loss 0.7077 	 LR 0.0090 	 Train images 4000 	 Round  11
Device 10 	 Train loss 0.5138 	 LR 0.0089 	 Train images 4000 	 Round  12
Device 10 	 Train loss 0.6690 	 LR 0.0088 	 Train images 4000 	 Round  13
Device 10 	 Train loss 0.4613 	 LR 0.0087 	 Train images 4000 	 Round  14
Device 10 	 Train loss 0.5828 	 LR 0.0086 	 Train images 4000 	 Round  15
Device 10 	 Train loss 0.4302 	 LR 0.0085 	 Train images 4000 	 Round  16
Device 10 	 Train loss 0.5480 	 LR 0.0084 	 Train images 4000 	 Round  17
Device 10 	 Train loss 0.4233 	 LR 0.0083 	 Train images 4000 	 Round  18
Device 10 	 Train loss 0.5076 	 LR 0.0083 	 Train images 4000 	 Round  19
Device 10 	 Train loss 0.4219 	 LR 0.0082 	 Train images 4000 	 Round  20
Device 10 	 Train loss 0.4968 	 LR 0.0081 	 Train images 4000 	 Round  21
Device 10 	 Train loss 0.4315 	 LR 0.0080 	 Train images 4000 	 Round  22
Device 10 	 Train loss 0.4884 	 LR 0.0079 	 Train images 4000 	 Round  23
Device 10 	 Train loss 0.4341 	 LR 0.0079 	 Train images 4000 	 Round  24
Device 10 	 Train loss 0.4838 	 LR 0.0078 	 Train images 4000 	 Round  25
Device 10 	 Train loss 0.3797 	 LR 0.0077 	 Train images 4000 	 Round  26
Device 10 	 Train loss 0.4620 	 LR 0.0076 	 Train images 4000 	 Round  27
Device 10 	 Train loss 0.3951 	 LR 0.0075 	 Train images 4000 	 Round  28
Device 10 	 Train loss 0.4517 	 LR 0.0075 	 Train images 4000 	 Round  29
Device 10 	 Train loss 0.4424 	 LR 0.0010 	 Train images 4000 	 Round  30
Device 10 	 Train loss 0.4418 	 LR 0.0010 	 Train images 4000 	 Round  31
Device 10 	 Train loss 0.4352 	 LR 0.0010 	 Train images 4000 	 Round  32
Device 10 	 Train loss 0.4319 	 LR 0.0010 	 Train images 4000 	 Round  33
Device 10 	 Train loss 0.4265 	 LR 0.0010 	 Train images 4000 	 Round  34
Device 10 	 Train loss 0.4263 	 LR 0.0010 	 Train images 4000 	 Round  35
Device 10 	 Train loss 0.4238 	 LR 0.0009 	 Train images 4000 	 Round  36
Device 10 	 Train loss 0.4206 	 LR 0.0009 	 Train images 4000 	 Round  37
Device 10 	 Train loss 0.4154 	 LR 0.0009 	 Train images 4000 	 Round  38
Device 10 	 Train loss 0.4134 	 LR 0.0009 	 Train images 4000 	 Round  39
Device 10 	 Train loss 0.4086 	 LR 0.0009 	 Train images 4000 	 Round  40
Device 10 	 Train loss 0.4097 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.4026 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.3992 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.3974 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.4025 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.3949 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.3975 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.3942 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.3968 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.3915 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:07:55.438531

Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 1.0975 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.7960 	 LR 0.0098 	 Train images 4000 	 Round   2
Device 10 	 Train loss 0.7141 	 LR 0.0097 	 Train images 4000 	 Round   3
Device 10 	 Train loss 0.7119 	 LR 0.0096 	 Train images 4000 	 Round   4
Device 10 	 Train loss 0.6679 	 LR 0.0095 	 Train images 4000 	 Round   5
Device 10 	 Train loss 0.6746 	 LR 0.0094 	 Train images 4000 	 Round   6
Device 10 	 Train loss 0.6313 	 LR 0.0093 	 Train images 4000 	 Round   7
Device 10 	 Train loss 0.6809 	 LR 0.0092 	 Train images 4000 	 Round   8
Device 10 	 Train loss 0.6374 	 LR 0.0091 	 Train images 4000 	 Round   9
Device 10 	 Train loss 0.7382 	 LR 0.0090 	 Train images 4000 	 Round  10
Device 10 	 Train loss 0.6311 	 LR 0.0090 	 Train images 4000 	 Round  11
Device 10 	 Train loss 0.8009 	 LR 0.0089 	 Train images 4000 	 Round  12
Device 10 	 Train loss 0.6398 	 LR 0.0088 	 Train images 4000 	 Round  13
Device 10 	 Train loss 0.6596 	 LR 0.0087 	 Train images 4000 	 Round  14
Device 10 	 Train loss 0.6402 	 LR 0.0086 	 Train images 4000 	 Round  15
Device 10 	 Train loss 0.6726 	 LR 0.0085 	 Train images 4000 	 Round  16
Device 10 	 Train loss 0.6354 	 LR 0.0084 	 Train images 4000 	 Round  17
Device 10 	 Train loss 0.6696 	 LR 0.0083 	 Train images 4000 	 Round  18
Device 10 	 Train loss 0.6160 	 LR 0.0083 	 Train images 4000 	 Round  19
Device 10 	 Train loss 0.6325 	 LR 0.0082 	 Train images 4000 	 Round  20
Device 10 	 Train loss 0.6139 	 LR 0.0081 	 Train images 4000 	 Round  21
Device 10 	 Train loss 0.6209 	 LR 0.0080 	 Train images 4000 	 Round  22
Device 10 	 Train loss 0.5883 	 LR 0.0079 	 Train images 4000 	 Round  23
Device 10 	 Train loss 0.6181 	 LR 0.0079 	 Train images 4000 	 Round  24
Device 10 	 Train loss 0.5834 	 LR 0.0078 	 Train images 4000 	 Round  25
Device 10 	 Train loss 0.6088 	 LR 0.0077 	 Train images 4000 	 Round  26
Device 10 	 Train loss 0.5781 	 LR 0.0076 	 Train images 4000 	 Round  27
Device 10 	 Train loss 0.6158 	 LR 0.0075 	 Train images 4000 	 Round  28
Device 10 	 Train loss 0.5735 	 LR 0.0075 	 Train images 4000 	 Round  29
Device 10 	 Train loss 0.8000 	 LR 0.0010 	 Train images 4000 	 Round  30
Device 10 	 Train loss 0.6791 	 LR 0.0010 	 Train images 4000 	 Round  31
Device 10 	 Train loss 0.6715 	 LR 0.0010 	 Train images 4000 	 Round  32
Device 10 	 Train loss 0.6707 	 LR 0.0010 	 Train images 4000 	 Round  33
Device 10 	 Train loss 0.6657 	 LR 0.0010 	 Train images 4000 	 Round  34
Device 10 	 Train loss 0.6595 	 LR 0.0010 	 Train images 4000 	 Round  35
Device 10 	 Train loss 0.6545 	 LR 0.0009 	 Train images 4000 	 Round  36
Device 10 	 Train loss 0.6569 	 LR 0.0009 	 Train images 4000 	 Round  37
Device 10 	 Train loss 0.6569 	 LR 0.0009 	 Train images 4000 	 Round  38
Device 10 	 Train loss 0.6539 	 LR 0.0009 	 Train images 4000 	 Round  39
Device 10 	 Train loss 0.6461 	 LR 0.0009 	 Train images 4000 	 Round  40
Device 10 	 Train loss 0.6517 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.6474 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.6420 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.6434 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.6492 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.6387 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.6400 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.6449 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.6445 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.6444 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:07:57.753789

Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 0.9502 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.7415 	 LR 0.0098 	 Train images 4000 	 Round   2
Device 10 	 Train loss 0.7470 	 LR 0.0097 	 Train images 4000 	 Round   3
Device 10 	 Train loss 0.7173 	 LR 0.0096 	 Train images 4000 	 Round   4
Device 10 	 Train loss 0.7009 	 LR 0.0095 	 Train images 4000 	 Round   5
Device 10 	 Train loss 0.7902 	 LR 0.0094 	 Train images 4000 	 Round   6
Device 10 	 Train loss 0.6226 	 LR 0.0093 	 Train images 4000 	 Round   7
Device 10 	 Train loss 0.7166 	 LR 0.0092 	 Train images 4000 	 Round   8
Device 10 	 Train loss 0.6394 	 LR 0.0091 	 Train images 4000 	 Round   9
Device 10 	 Train loss 0.8119 	 LR 0.0090 	 Train images 4000 	 Round  10
Device 10 	 Train loss 0.6298 	 LR 0.0090 	 Train images 4000 	 Round  11
Device 10 	 Train loss 0.6943 	 LR 0.0089 	 Train images 4000 	 Round  12
Device 10 	 Train loss 0.6373 	 LR 0.0088 	 Train images 4000 	 Round  13
Device 10 	 Train loss 0.6845 	 LR 0.0087 	 Train images 4000 	 Round  14
Device 10 	 Train loss 0.6181 	 LR 0.0086 	 Train images 4000 	 Round  15
Device 10 	 Train loss 0.6935 	 LR 0.0085 	 Train images 4000 	 Round  16
Device 10 	 Train loss 0.5804 	 LR 0.0084 	 Train images 4000 	 Round  17
Device 10 	 Train loss 0.6648 	 LR 0.0083 	 Train images 4000 	 Round  18
Device 10 	 Train loss 0.5815 	 LR 0.0083 	 Train images 4000 	 Round  19
Device 10 	 Train loss 0.6814 	 LR 0.0082 	 Train images 4000 	 Round  20
Device 10 	 Train loss 0.6222 	 LR 0.0081 	 Train images 4000 	 Round  21
Device 10 	 Train loss 0.6586 	 LR 0.0080 	 Train images 4000 	 Round  22
Device 10 	 Train loss 0.6034 	 LR 0.0079 	 Train images 4000 	 Round  23
Device 10 	 Train loss 0.6343 	 LR 0.0079 	 Train images 4000 	 Round  24
Device 10 	 Train loss 0.5666 	 LR 0.0078 	 Train images 4000 	 Round  25
Device 10 	 Train loss 0.6548 	 LR 0.0077 	 Train images 4000 	 Round  26
Device 10 	 Train loss 0.5688 	 LR 0.0076 	 Train images 4000 	 Round  27
Device 10 	 Train loss 0.6272 	 LR 0.0075 	 Train images 4000 	 Round  28
Device 10 	 Train loss 0.5813 	 LR 0.0075 	 Train images 4000 	 Round  29
Device 10 	 Train loss 0.8074 	 LR 0.0010 	 Train images 4000 	 Round  30
Device 10 	 Train loss 0.6695 	 LR 0.0010 	 Train images 4000 	 Round  31
Device 10 	 Train loss 0.6590 	 LR 0.0010 	 Train images 4000 	 Round  32
Device 10 	 Train loss 0.6562 	 LR 0.0010 	 Train images 4000 	 Round  33
Device 10 	 Train loss 0.6461 	 LR 0.0010 	 Train images 4000 	 Round  34
Device 10 	 Train loss 0.6437 	 LR 0.0010 	 Train images 4000 	 Round  35
Device 10 	 Train loss 0.6377 	 LR 0.0009 	 Train images 4000 	 Round  36
Device 10 	 Train loss 0.6421 	 LR 0.0009 	 Train images 4000 	 Round  37
Device 10 	 Train loss 0.6393 	 LR 0.0009 	 Train images 4000 	 Round  38
Device 10 	 Train loss 0.6315 	 LR 0.0009 	 Train images 4000 	 Round  39
Device 10 	 Train loss 0.6298 	 LR 0.0009 	 Train images 4000 	 Round  40
Device 10 	 Train loss 0.6347 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.6314 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.6191 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.6196 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.6266 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.6194 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.6232 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.6172 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.6172 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.6180 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:07:57.281163

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 1.0601 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.5842 	 LR 0.0098 	 Train images 4000 	 Round   2
Device 10 	 Train loss 1.1109 	 LR 0.0097 	 Train images 4000 	 Round   3
Device 10 	 Train loss 0.4393 	 LR 0.0096 	 Train images 4000 	 Round   4
Device 10 	 Train loss 0.5173 	 LR 0.0095 	 Train images 4000 	 Round   5
Device 10 	 Train loss 0.3757 	 LR 0.0094 	 Train images 4000 	 Round   6
Device 10 	 Train loss 0.5174 	 LR 0.0093 	 Train images 4000 	 Round   7
Device 10 	 Train loss 0.3415 	 LR 0.0092 	 Train images 4000 	 Round   8
Device 10 	 Train loss 0.3922 	 LR 0.0091 	 Train images 4000 	 Round   9
Device 10 	 Train loss 0.3031 	 LR 0.0090 	 Train images 4000 	 Round  10
Device 10 	 Train loss 0.4180 	 LR 0.0090 	 Train images 4000 	 Round  11
Device 10 	 Train loss 0.2387 	 LR 0.0089 	 Train images 4000 	 Round  12
Device 10 	 Train loss 0.3328 	 LR 0.0088 	 Train images 4000 	 Round  13
Device 10 	 Train loss 0.2193 	 LR 0.0087 	 Train images 4000 	 Round  14
Device 10 	 Train loss 0.2679 	 LR 0.0086 	 Train images 4000 	 Round  15
Device 10 	 Train loss 0.2167 	 LR 0.0085 	 Train images 4000 	 Round  16
Device 10 	 Train loss 0.2799 	 LR 0.0084 	 Train images 4000 	 Round  17
Device 10 	 Train loss 0.1729 	 LR 0.0083 	 Train images 4000 	 Round  18
Device 10 	 Train loss 0.2040 	 LR 0.0083 	 Train images 4000 	 Round  19
Device 10 	 Train loss 0.1362 	 LR 0.0082 	 Train images 4000 	 Round  20
Device 10 	 Train loss 0.2061 	 LR 0.0081 	 Train images 4000 	 Round  21
Device 10 	 Train loss 0.1057 	 LR 0.0080 	 Train images 4000 	 Round  22
Device 10 	 Train loss 0.2070 	 LR 0.0079 	 Train images 4000 	 Round  23
Device 10 	 Train loss 0.0971 	 LR 0.0079 	 Train images 4000 	 Round  24
Device 10 	 Train loss 0.1740 	 LR 0.0078 	 Train images 4000 	 Round  25
Device 10 	 Train loss 0.0811 	 LR 0.0077 	 Train images 4000 	 Round  26
Device 10 	 Train loss 0.1532 	 LR 0.0076 	 Train images 4000 	 Round  27
Device 10 	 Train loss 0.0814 	 LR 0.0075 	 Train images 4000 	 Round  28
Device 10 	 Train loss 0.1255 	 LR 0.0075 	 Train images 4000 	 Round  29
Device 10 	 Train loss 0.1024 	 LR 0.0010 	 Train images 4000 	 Round  30
Device 10 	 Train loss 0.1052 	 LR 0.0010 	 Train images 4000 	 Round  31
Device 10 	 Train loss 0.0868 	 LR 0.0010 	 Train images 4000 	 Round  32
Device 10 	 Train loss 0.0848 	 LR 0.0010 	 Train images 4000 	 Round  33
Device 10 	 Train loss 0.0760 	 LR 0.0010 	 Train images 4000 	 Round  34
Device 10 	 Train loss 0.0674 	 LR 0.0010 	 Train images 4000 	 Round  35
Device 10 	 Train loss 0.0715 	 LR 0.0009 	 Train images 4000 	 Round  36
Device 10 	 Train loss 0.0634 	 LR 0.0009 	 Train images 4000 	 Round  37
Device 10 	 Train loss 0.0602 	 LR 0.0009 	 Train images 4000 	 Round  38
Device 10 	 Train loss 0.0553 	 LR 0.0009 	 Train images 4000 	 Round  39
Device 10 	 Train loss 0.0591 	 LR 0.0009 	 Train images 4000 	 Round  40
Device 10 	 Train loss 0.0533 	 LR 0.0009 	 Train images 4000 	 Round  41
Device 10 	 Train loss 0.0480 	 LR 0.0009 	 Train images 4000 	 Round  42
Device 10 	 Train loss 0.0465 	 LR 0.0009 	 Train images 4000 	 Round  43
Device 10 	 Train loss 0.0479 	 LR 0.0009 	 Train images 4000 	 Round  44
Device 10 	 Train loss 0.0438 	 LR 0.0009 	 Train images 4000 	 Round  45
Device 10 	 Train loss 0.0427 	 LR 0.0009 	 Train images 4000 	 Round  46
Device 10 	 Train loss 0.0459 	 LR 0.0008 	 Train images 4000 	 Round  47
Device 10 	 Train loss 0.0359 	 LR 0.0008 	 Train images 4000 	 Round  48
Device 10 	 Train loss 0.0407 	 LR 0.0008 	 Train images 4000 	 Round  49
Device 10 	 Train loss 0.0371 	 LR 0.0008 	 Train images 4000 	 Round  50
Defense none on Dataset CIFAR10.
Finished computations with time: 0:11:32.138917

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='CIFAR10', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=10, n_data=2000, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.cifar.CIFAR10'>
Device 10 	 Train loss 1.0601 	 LR 0.0099 	 Train images 4000 	 Round   1
Device 10 	 Train loss 0.5878 	 LR 0.0098 	 Train images 4000 	 Round   2
